STATION,Station_name,DATE,LATITUDE,LONGITUDE,ELEVATION,temperature,dew_point_temperature,station_level_pressure,sea_level_pressure,relative_humidity,temperature_original,sea_level_pressure_original,relative_humidity_original,is_anomaly,anomaly_type,anomaly_id,anomaly_params
INM00043057,BOMBAY / COLABA,2024-09-11 12:00:00,18.9,72.8167,11.0,28.4,23.8,,1004.5,76.0,28.4,1004.5,76.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-12 03:00:00,18.9,72.8167,11.0,26.4,24.1,,1007.7,87.0,26.4,1007.7,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-12 06:00:00,18.9,72.8167,11.0,27.6,24.7,,1008.0,84.0,27.6,1008.0,84.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-12 09:00:00,18.9,72.8167,11.0,29.2,25.8,,1006.4,82.0,29.2,1006.4,82.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-12 12:00:00,18.9,72.8167,11.0,29.0,24.4,,1006.5,76.0,29.0,1006.5,76.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-13 03:00:00,18.9,72.8167,11.0,27.8,23.4,,1008.7,77.0,27.8,1008.7,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-13 06:00:00,18.9,72.8167,11.0,30.7,24.2,,1009.3,68.0,30.7,1009.3,68.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-14 03:00:00,18.9,72.8167,11.0,27.2,23.1,,1008.1,78.0,27.2,1008.1,78.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-14 06:00:00,18.9,72.8167,11.0,30.0,23.3,,1008.3,67.0,30.0,1008.3,67.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-14 09:00:00,18.9,72.8167,11.0,30.0,23.3,,1008.3,67.0,30.0,1008.3,67.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-14 12:00:00,18.9,72.8167,11.0,29.6,23.2,,1005.8,69.0,29.6,1005.8,69.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-14 15:00:00,18.9,72.8167,11.0,27.0,23.8,,1007.5,83.0,27.0,1007.5,83.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-15 03:00:00,18.9,72.8167,11.0,24.8,23.0,,1008.6,90.0,24.8,1008.6,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-15 06:00:00,18.9,72.8167,11.0,25.5,23.9,,1009.4,91.0,25.5,1009.4,91.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-15 12:00:00,18.9,72.8167,11.0,27.5,23.6,,1007.1,79.0,27.5,1007.1,79.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-16 03:00:00,18.9,72.8167,11.0,27.0,24.4,,1009.8,86.0,27.0,1009.8,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-16 06:00:00,18.9,72.8167,11.0,30.7,24.2,,1010.0,68.0,30.7,1010.0,68.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-16 09:00:00,18.9,72.8167,11.0,30.0,22.4,,1007.8,64.0,30.0,1007.8,64.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-16 12:00:00,18.9,72.8167,11.0,29.6,23.5,,1007.4,70.0,29.6,1007.4,70.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-16 15:00:00,18.9,72.8167,11.0,27.7,22.8,,1008.8,75.0,27.7,1008.8,75.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-17 00:00:00,18.9,72.8167,11.0,27.0,24.1,,1008.5,84.0,27.0,1008.5,84.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-17 03:00:00,18.9,72.8167,11.0,27.2,22.8,,1010.4,77.0,27.2,1010.4,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-17 06:00:00,18.9,72.8167,11.0,30.6,21.7,,1010.2,59.0,30.6,1010.2,59.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-17 09:00:00,18.9,72.8167,11.0,31.5,22.0,,1008.1,57.0,31.5,1008.1,57.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-17 12:00:00,18.9,72.8167,11.0,29.7,22.1,,1007.0,64.0,29.7,1007.0,64.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-18 03:00:00,18.9,72.8167,11.0,26.8,23.9,,1008.2,84.0,26.8,1008.2,84.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-18 06:00:00,18.9,72.8167,11.0,30.6,22.4,,1007.8,62.0,30.6,1007.8,62.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-18 09:00:00,18.9,72.8167,11.0,32.0,22.7,,1005.5,58.0,32.0,1005.5,58.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-18 12:00:00,18.9,72.8167,11.0,30.2,21.9,,1005.2,61.0,30.2,1005.2,61.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-18 15:00:00,18.9,72.8167,11.0,28.6,22.7,,1006.6,70.0,28.6,1006.6,70.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-19 00:00:00,18.9,72.8167,11.0,27.0,24.1,,1006.8,84.0,27.0,1006.8,84.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-19 03:00:00,18.9,72.8167,11.0,27.4,24.5,,1008.5,84.0,27.4,1008.5,84.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-19 06:00:00,18.9,72.8167,11.0,30.2,23.9,,1008.7,69.0,30.2,1008.7,69.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-19 09:00:00,18.9,72.8167,11.0,32.4,21.5,,1006.3,53.0,32.4,1006.3,53.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-19 12:00:00,18.9,72.8167,11.0,30.0,21.7,,1005.6,61.0,30.0,1005.6,61.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-20 03:00:00,18.9,72.8167,11.0,27.0,24.4,,1008.4,86.0,27.0,1008.4,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-20 09:00:00,18.9,72.8167,11.0,31.8,23.8,,1006.9,63.0,31.8,1006.9,63.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-20 12:00:00,18.9,72.8167,11.0,30.2,24.5,,1005.7,72.0,30.2,1005.7,72.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-21 00:00:00,18.9,72.8167,11.0,27.0,22.9,,1007.4,78.0,27.0,1007.4,78.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-21 03:00:00,18.9,72.8167,11.0,27.6,24.4,,1009.4,83.0,27.6,1009.4,83.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-21 06:00:00,18.9,72.8167,11.0,31.0,23.8,,1009.7,66.0,31.0,1009.7,66.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-21 12:00:00,18.9,72.8167,11.0,29.6,23.5,,1006.6,70.0,29.6,1006.6,70.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-21 15:00:00,18.9,72.8167,11.0,28.5,22.8,,1008.5,71.0,28.5,1008.5,71.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-22 00:00:00,18.9,72.8167,11.0,27.6,23.5,,1007.7,78.0,27.6,1007.7,78.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-22 03:00:00,18.9,72.8167,11.0,27.8,24.0,,1009.1,80.0,27.8,1009.1,80.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-22 06:00:00,18.9,72.8167,11.0,31.7,24.7,,1009.1,66.0,31.7,1009.1,66.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-22 12:00:00,18.9,72.8167,11.0,30.2,22.9,,1006.4,65.0,30.2,1006.4,65.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-23 03:00:00,18.9,72.8167,11.0,27.0,25.3,,1008.0,90.0,27.0,1008.0,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-23 09:00:00,18.9,72.8167,11.0,30.6,26.4,,1004.8,78.0,30.6,1004.8,78.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-23 12:00:00,18.9,72.8167,11.0,29.6,26.5,,1005.7,83.0,29.6,1005.7,83.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-24 03:00:00,18.9,72.8167,11.0,25.6,23.9,,1006.5,90.0,25.6,1006.5,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-24 06:00:00,18.9,72.8167,11.0,26.5,24.4,,1006.7,88.0,26.5,1006.7,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-24 09:00:00,18.9,72.8167,11.0,27.4,24.2,,1003.5,83.0,27.4,1003.5,83.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-24 12:00:00,18.9,72.8167,11.0,27.6,24.4,,1002.9,83.0,27.6,1002.9,83.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-25 03:00:00,18.9,72.8167,11.0,26.4,24.7,,1004.8,90.0,26.4,1004.8,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-25 12:00:00,18.9,72.8167,11.0,28.5,26.2,,1002.3,87.0,28.5,1002.3,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-26 03:00:00,18.9,72.8167,11.0,26.4,24.7,,1003.8,90.0,26.4,1003.8,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-26 06:00:00,18.9,72.8167,11.0,27.0,25.3,,1004.0,90.0,27.0,1004.0,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-26 09:00:00,18.9,72.8167,11.0,27.7,24.9,,1002.0,85.0,27.7,1002.0,85.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-26 12:00:00,18.9,72.8167,11.0,26.7,24.5,,1001.8,88.0,26.7,1001.8,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-27 00:00:00,18.9,72.8167,11.0,26.0,24.6,,1002.4,92.0,26.0,1002.4,92.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-27 03:00:00,18.9,72.8167,11.0,26.0,24.3,,1004.9,90.0,26.0,1004.9,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-27 06:00:00,18.9,72.8167,11.0,25.7,24.1,,1005.9,91.0,25.7,1005.9,91.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-27 12:00:00,18.9,72.8167,11.0,26.2,24.2,,1003.8,89.0,26.2,1003.8,89.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-28 03:00:00,18.9,72.8167,11.0,26.0,24.0,,1008.3,89.0,26.0,1008.3,89.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-28 06:00:00,18.9,72.8167,11.0,27.0,24.7,,1008.9,87.0,27.0,1008.9,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-28 09:00:00,18.9,72.8167,11.0,26.4,24.4,,1007.2,89.0,26.4,1007.2,89.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-28 12:00:00,18.9,72.8167,11.0,26.5,24.4,,1007.4,88.0,26.5,1007.4,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-29 03:00:00,18.9,72.8167,11.0,26.5,23.8,,1011.1,85.0,26.5,1011.1,85.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-29 06:00:00,18.9,72.8167,11.0,29.7,25.6,,1011.2,79.0,29.7,1011.2,79.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-29 09:00:00,18.9,72.8167,11.0,31.2,25.3,,1009.0,71.0,31.2,1009.0,71.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-29 12:00:00,18.9,72.8167,11.0,29.6,25.1,,1008.8,77.0,29.6,1008.8,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-29 15:00:00,18.9,72.8167,11.0,27.5,25.4,,1010.9,88.0,27.5,1010.9,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-30 03:00:00,18.9,72.8167,11.0,27.2,25.5,,1012.5,90.0,27.2,1012.5,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-30 06:00:00,18.9,72.8167,11.0,30.5,24.7,,1011.7,71.0,30.5,1011.7,71.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-30 12:00:00,18.9,72.8167,11.0,30.0,24.3,,1007.6,72.0,30.0,1007.6,72.0,False,,,
INM00043057,BOMBAY / COLABA,2024-09-30 15:00:00,18.9,72.8167,11.0,28.6,25.5,,1009.4,83.0,28.6,1009.4,83.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-01 03:00:00,18.9,72.8167,11.0,28.6,26.4,,1009.5,88.0,28.6,1009.5,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-01 06:00:00,18.9,72.8167,11.0,31.0,25.1,,1008.7,71.0,31.0,1008.7,71.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-01 09:00:00,18.9,72.8167,11.0,32.2,26.1,,1006.0,70.0,32.2,1006.0,70.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-01 12:00:00,18.9,72.8167,11.0,31.0,27.1,,1005.1,80.0,31.0,1005.1,80.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-02 03:00:00,18.9,72.8167,11.0,29.0,27.1,,1009.4,90.0,29.0,1009.4,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-02 09:00:00,18.9,72.8167,11.0,32.0,26.4,,1007.4,72.0,32.0,1007.4,72.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-02 12:00:00,18.9,72.8167,11.0,31.5,27.6,,1007.5,80.0,31.5,1007.5,80.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-02 15:00:00,18.9,72.8167,11.0,29.0,26.8,,1009.5,88.0,29.0,1009.5,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-03 03:00:00,18.9,72.8167,11.0,28.5,26.2,,1010.7,87.0,28.5,1010.7,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-03 06:00:00,18.9,72.8167,11.0,32.0,25.1,,1010.3,67.0,32.0,1010.3,67.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-03 09:00:00,18.9,72.8167,11.0,33.2,24.4,,1007.8,60.0,33.2,1007.8,60.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-03 12:00:00,18.9,72.8167,11.0,31.0,24.7,,1007.0,69.0,31.0,1007.0,69.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-03 15:00:00,18.9,72.8167,11.0,29.6,25.1,,1009.3,77.0,29.6,1009.3,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-04 00:00:00,18.9,72.8167,11.0,28.0,25.2,,1008.3,85.0,28.0,1008.3,85.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-04 03:00:00,18.9,72.8167,11.0,28.2,25.9,,1010.5,87.0,28.2,1010.5,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-04 09:00:00,18.9,72.8167,11.0,32.8,23.3,,1008.2,57.0,32.8,1008.2,57.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-04 12:00:00,18.9,72.8167,11.0,30.5,23.1,,1007.6,65.0,30.5,1007.6,65.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-05 03:00:00,18.9,72.8167,11.0,27.6,25.0,,1011.1,86.0,27.6,1011.1,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-05 09:00:00,18.9,72.8167,11.0,32.6,22.7,,1008.1,56.0,32.6,1008.1,56.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-05 12:00:00,18.9,72.8167,11.0,30.6,21.4,,1007.8,58.0,30.6,1007.8,58.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-06 00:00:00,18.9,72.8167,11.0,28.0,25.4,,1008.9,86.0,28.0,1008.9,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-06 03:00:00,18.9,72.8167,11.0,28.0,25.2,,1010.8,85.0,28.0,1010.8,85.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-06 09:00:00,18.9,72.8167,11.0,31.6,25.1,,1007.5,68.0,31.6,1007.5,68.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-06 12:00:00,18.9,72.8167,11.0,30.5,26.5,,1006.9,79.0,30.5,1006.9,79.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-07 00:00:00,18.9,72.8167,11.0,25.5,23.3,,1009.2,88.0,25.5,1009.2,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-07 03:00:00,18.9,72.8167,11.0,26.0,24.0,,1011.1,89.0,26.0,1011.1,89.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-07 06:00:00,18.9,72.8167,11.0,31.0,22.2,,1010.9,59.0,31.0,1010.9,59.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-07 09:00:00,18.9,72.8167,11.0,33.8,20.4,,1008.4,45.0,33.8,1008.4,45.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-07 12:00:00,18.9,72.8167,11.0,32.0,24.3,,1007.4,64.0,32.0,1007.4,64.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-08 00:00:00,18.9,72.8167,11.0,28.0,25.4,,1009.8,86.0,28.0,1009.8,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-08 03:00:00,18.9,72.8167,11.0,28.0,25.2,,1012.1,85.0,28.0,1012.1,85.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-08 12:00:00,18.9,72.8167,11.0,31.2,27.6,,1007.9,81.0,31.2,1007.9,81.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-08 15:00:00,18.9,72.8167,11.0,30.2,27.4,,1009.6,85.0,30.2,1009.6,85.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-09 00:00:00,18.9,72.8167,11.0,28.5,25.9,,1007.9,86.0,28.5,1007.9,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-09 03:00:00,18.9,72.8167,11.0,26.8,24.5,,1009.7,87.0,26.8,1009.7,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-09 06:00:00,18.9,72.8167,11.0,28.5,25.0,,1010.3,81.0,28.5,1010.3,81.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-09 12:00:00,18.9,72.8167,11.0,28.5,24.0,,1007.4,89.0,26.0,1007.4,89.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-10 03:00:00,18.9,72.8167,11.0,28.5,23.6,,1007.7,86.0,26.2,1007.7,86.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-10 06:00:00,18.9,72.8167,11.0,28.5,25.0,,1008.5,79.0,29.0,1008.5,79.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-10 12:00:00,18.9,72.8167,11.0,28.5,25.3,,1005.2,80.0,29.0,1005.2,80.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-11 03:00:00,18.9,72.8167,11.0,28.5,23.0,,1007.3,87.0,25.4,1007.3,87.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-11 06:00:00,18.9,72.8167,11.0,28.5,23.0,,1007.2,66.0,30.0,1007.2,66.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-11 09:00:00,18.9,72.8167,11.0,28.5,24.5,,1004.7,66.0,31.6,1004.7,66.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-11 12:00:00,18.9,72.8167,11.0,28.5,24.7,,1005.1,71.0,30.5,1005.1,71.0,True,frozen,39,temperature
INM00043057,BOMBAY / COLABA,2024-10-12 00:00:00,18.9,72.8167,11.0,26.5,24.1,,1006.4,87.0,26.5,1006.4,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-12 03:00:00,18.9,72.8167,11.0,26.7,24.2,,1009.0,86.0,26.7,1009.0,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-12 06:00:00,18.9,72.8167,11.0,30.0,23.0,,1007.9,66.0,30.0,1007.9,66.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-12 09:00:00,18.9,72.8167,11.0,31.5,23.9,,1006.0,64.0,31.5,1006.0,64.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-12 12:00:00,18.9,72.8167,11.0,28.2,24.8,,1006.2,82.0,28.2,1006.2,82.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-13 03:00:00,18.9,72.8167,11.0,27.4,25.1,,1010.2,87.0,27.4,1010.2,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-13 06:00:00,18.9,72.8167,11.0,31.2,24.7,,1009.3,68.0,31.2,1009.3,68.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-13 09:00:00,18.9,72.8167,11.0,31.6,24.8,,1006.3,67.0,31.6,1006.3,67.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-13 12:00:00,18.9,72.8167,11.0,30.0,25.5,,1005.5,77.0,30.0,1005.5,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-13 15:00:00,18.9,72.8167,11.0,26.7,24.8,,1009.6,89.0,26.7,1009.6,89.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-14 00:00:00,18.9,72.8167,11.0,25.6,23.9,,1008.9,90.0,25.6,1008.9,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-14 03:00:00,18.9,72.8167,11.0,25.8,23.2,,1010.0,86.0,25.8,1010.0,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-14 06:00:00,18.9,72.8167,11.0,30.5,23.8,,1009.5,67.0,30.5,1009.5,67.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-14 09:00:00,18.9,72.8167,11.0,32.0,24.0,,1006.9,63.0,32.0,1006.9,63.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-14 12:00:00,18.9,72.8167,11.0,29.4,24.5,,1007.2,75.0,29.4,1007.2,75.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-15 03:00:00,18.9,72.8167,11.0,26.0,23.4,,1010.7,86.0,26.0,1010.7,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-15 06:00:00,18.9,72.8167,11.0,28.6,23.1,,1010.7,72.0,28.6,1010.7,72.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-15 12:00:00,18.9,72.8167,11.0,29.4,23.3,,1007.5,70.0,29.4,1007.5,70.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-15 15:00:00,18.9,72.8167,11.0,27.5,23.9,,1009.7,81.0,27.5,1009.7,81.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-16 00:00:00,18.9,72.8167,11.0,26.6,23.7,,1008.4,84.0,26.6,1008.4,84.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-16 03:00:00,18.9,72.8167,11.0,26.6,24.0,,1009.5,86.0,26.6,1009.5,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-16 06:00:00,18.9,72.8167,11.0,28.2,24.8,,1010.1,82.0,28.2,1010.1,82.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-16 09:00:00,18.9,72.8167,11.0,30.0,25.2,,1007.0,75.0,30.0,1007.0,75.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-16 12:00:00,18.9,72.8167,11.0,29.5,25.1,,1006.9,77.0,29.5,1006.9,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-16 15:00:00,18.9,72.8167,11.0,4.538730227861208,25.9,,1008.6,83.0,29.0,1008.6,83.0,True,spike,33,temperature
INM00043057,BOMBAY / COLABA,2024-10-17 03:00:00,18.9,72.8167,11.0,27.7,25.5,,1009.7,88.0,27.7,1009.7,88.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-17 06:00:00,18.9,72.8167,11.0,29.2,24.7,,1009.6,77.0,29.2,1009.6,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-17 12:00:00,18.9,72.8167,11.0,29.7,25.6,,1005.2,79.0,29.7,1005.2,79.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-18 03:00:00,18.9,72.8167,11.0,29.2,26.0,,1008.0,83.0,29.2,1008.0,83.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-18 06:00:00,18.9,72.8167,11.0,31.5,26.7,,1008.3,76.0,31.5,1008.3,76.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-18 12:00:00,18.9,72.8167,11.0,30.0,25.5,,1006.7,77.0,30.0,1006.7,77.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-18 15:00:00,18.9,72.8167,11.0,27.0,25.3,,1009.1,90.0,27.0,1009.1,90.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-19 00:00:00,18.9,72.8167,11.0,26.0,24.0,,1008.5,89.0,26.0,1008.5,89.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-19 03:00:00,18.9,72.8167,11.0,26.2,24.2,,1010.7,89.0,26.2,1010.7,89.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-19 06:00:00,18.9,72.8167,11.0,30.5,24.4,,1011.0,70.0,30.5,1011.0,70.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-19 09:00:00,18.9,72.8167,11.0,31.0,25.1,,1008.8,71.0,31.0,1008.8,71.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-19 12:00:00,18.9,72.8167,11.0,29.6,25.4,,1007.9,78.0,29.6,1007.9,78.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-20 03:00:00,18.9,72.8167,11.0,27.4,25.1,,1011.9,87.0,27.4,1011.9,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-20 06:00:00,18.9,72.8167,11.0,32.0,23.3,,1011.8,60.0,32.0,1011.8,60.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-20 09:00:00,18.9,72.8167,11.0,32.7,23.0,,1008.8,57.0,32.7,1008.8,57.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-20 12:00:00,18.9,72.8167,11.0,30.5,24.1,,1008.8,69.0,30.5,1008.8,69.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-20 15:00:00,18.9,72.8167,11.0,29.0,24.1,,1012.3,75.0,29.0,1012.3,75.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-21 00:00:00,18.9,72.8167,11.0,26.0,23.4,,1009.8,75.0,26.0,1009.8,86.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-21 03:00:00,18.9,72.8167,11.0,26.0,23.7,,1011.9,75.0,26.0,1011.9,87.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-21 06:00:00,18.9,72.8167,11.0,31.5,21.0,,1011.7,75.0,31.5,1011.7,54.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-21 09:00:00,18.9,72.8167,11.0,32.5,22.5,,1008.5,75.0,32.5,1008.5,56.0,False,,,
INM00043057,BOMBAY / COLABA,2024-10-21 12:00:00,18.9,72.8167,11.0,30.5,22.8,,1008.0,75.0,30.5,1008.0,63.0,True,drift,17,relative_humidity
INM00043057,BOMBAY / COLABA,2024-10-21 15:00:00,18.9,72.8167,11.0,29.0,23.8,,1010.7,75.0,29.0,1010.7,74.0,True,drift,17,relative_humidity
INM00043057,BOMBAY / COLABA,2024-10-22 03:00:00,18.9,72.8167,11.0,27.4,24.2,,1012.5,75.0,27.4,1012.5,83.0,True,drift,17,relative_humidity
INM00043057,BOMBAY / COLABA,2024-10-22 06:00:00,18.9,72.8167,11.0,33.0,23.2,,1011.5,75.0,33.0,1011.5,56.0,True,drift,17,relative_humidity
